21478	21566	88
21497	21772	275
1089	1338	249
25111	25464	353
5781	6076	295
30292	30487	195
7991	8486	495
2963	3070	107
25262	25528	266
27266	27512	246
17154	17471	317
7620	7821	201
688	1124	436
28726	28924	198
21206	21617	411
2070	2082	12
24225	24617	392
28766	29143	377
18735	18769	34
10196	10528	332
21141	21172	31
2073	2510	437
5502	5588	86
6379	6699	320
5323	5723	400
9064	9212	148
2734	2794	60
6515	6981	466
11561	11808	247
9940	9978	38
24194	24522	328
31730	32143	413
31402	31627	225
11075	11304	229
14144	14439	295
10686	11148	462
19009	19320	311
18274	18727	453
19026	19428	402
13648	13757	109
32190	32429	239
27272	27698	426
2826	3141	315
32175	32425	250
16766	17207	441
18230	18635	405
26886	27356	470
24475	24576	101
21412	21776	364
19848	20124	276
7832	8304	472
30980	31418	438
23190	23309	119
13801	14284	483
3868	4055	187
31588	31650	62
19135	19469	334
6943	7432	489
13892	13897	5
3488	3570	82
24048	24239	191
9564	9982	418
9599	10077	478
16243	16326	83
6487	6793	306
17480	17533	53
4908	5209	301
2919	3209	290
25618	25930	312
31133	31154	21
31009	31486	477
26946	27386	440
11745	12201	456
13321	13655	334
17005	17183	178
28848	29176	328
9610	9989	379
14611	15060	449
2816	2940	124
3077	3117	40
32611	32869	258
8210	8228	18
28001	28313	312
14889	14944	55
19301	19767	466
23679	24162	483
24860	25301	441
24960	24973	13
23744	24162	418
22552	22764	212
10669	10685	16
12898	13257	359
16076	16179	103
7763	8223	460
21738	22043	305
6574	6899	325
15673	15817	144
5647	6030	383
18742	18744	2
17057	17494	437
31049	31418	369
19499	19544	45
25735	25782	47
10888	10937	49
4268	4684	416
20018	20313	295
10811	10971	160
16924	17145	221
21595	21936	341
5400	5567	167
583	638	55
8353	8816	463
3769	4198	429
32536	32818	282
1783	2276	493
18037	18191	154
23092	23447	355
23244	23373	129
25722	26108	386
28334	28827	493
1945	2303	358
379	394	15
17976	18363	387
29478	29940	462
5362	5646	284
33080	33287	207
22043	22241	198
15765	16080	315
13201	13333	132
22543	22649	106
19163	19209	46
19106	19528	422
24312	24450	138
15933	16021	88
1567	1754	187
15463	15590	127
820	1188	368
32881	32933	52
25180	26134	954
26039	26875	836
15549	16177	628
20707	21689	982
22589	23329	740
26587	27557	970
2881	3875	994
24475	25316	841
4744	5550	806
14357	14862	505
22583	23578	995
26403	26971	568
5720	6384	664
12366	13230	864
35034	35923	889
31629	32598	969
8115	9007	892
16653	17465	812
26701	27686	985
24039	24746	707
8534	9265	731
25326	26286	960
11402	12378	976
13974	14477	503
21182	21940	758
6418	7232	814
3529	4351	822
24786	25645	859
20026	20668	642
33932	34900	968
27865	28839	974
17419	17981	562
16514	17182	668
34348	34856	508
35184	35897	713
16067	17052	985
9788	10313	525
28915	29420	505
18575	19441	866
8566	9461	895
6847	7407	560
19694	20693	999
3043	3552	509
14400	15275	875
14035	14642	607
10665	11624	959
5873	6701	828
26166	26947	781
32491	33273	782
32865	33622	757
34441	35104	663
20433	21406	973
25053	25553	500
9873	10389	516
22328	23050	722
5299	6151	852
18177	19065	888
20781	21294	513
31469	32438	969
6887	7703	816
11601	12402	801
9723	10511	788
32968	33691	723
26889	27849	960
22853	23779	926
24288	24918	630
19106	19958	852
4304	5290	986
4966	5652	686
31825	32506	681
21449	22211	762
10649	11584	935
30648	31221	573
34572	35191	619
34713	35374	661
23318	24165	847
21192	21702	510
25583	26267	684
10274	11209	935
30569	31123	554
4420	5223	803
13676	14491	815
17446	18283	837
9621	10157	536
15935	16867	932
20019	20788	769
15911	16426	515
7445	8243	798
4319	4887	568
13313	13939	626
25244	26216	972
28295	29122	827
3179	4126	947
12809	13762	953
3742	4450	708
24559	25543	984
11659	12201	542
31538	32278	740
26060	26700	640
22093	22621	528
10512	11022	510
23781	24408	627
6661	7406	745
20406	21267	861
15017	15926	909
33153	34037	884
16547	17340	793
28455	28963	508
33653	34292	639
17064	17745	681
14767	15556	789
5608	6241	633
30725	31384	659
2987	3937	950
9825	10382	557
3685	4514	829
24418	24926	508
19675	20518	843
28399	29083	684
18082	18980	898
24950	25702	752
31968	32795	827
23097	23654	557
6904	7743	839
9479	10251	772
11256	12020	764
13137	14032	895
12322	13295	973
32475	33193	718
9839	10835	996
32820	33406	586
24108	24843	735
12363	13032	669
9819	10440	621
18578	19377	799
10962	11649	687
13567	14244	677
6022	6685	663
27686	28314	628
21465	22160	695
8713	9325	612
26803	27479	676
35081	35631	550
26986	27731	745
5224	5967	743
28272	29051	779
29240	30233	993
31089	31792	703
12019	12842	823
21976	22650	674
13996	14596	600
18689	19548	859
10689	11501	812
9963	10909	946
14096	14738	642
8042	8690	648
28662	29247	585
22290	23193	903
19530	20472	942
8418	8997	579
20077	20846	769
27495	28201	706
32521	33305	784
14356	15008	652
12903	13855	952
11203	11764	561
19658	20451	793
4648	5195	547
30674	31614	940
25742	26716	974
32606	33577	971
10235	11166	931
18395	19360	965
14722	15267	545
4916	5714	798
22811	23581	770
34676	35469	793
35026	35559	533
11584	12281	697
5620	6514	894
22010	22635	625
23652	24503	851
8852	9443	591
6974	7747	773
7026	7724	698
28031	28690	659
3622	4612	990
15171	16141	970
9929	10810	881
13987	14927	940
30440	31024	584
14611	15450	839
23945	24804	859
5608	6132	524
34687	35663	976
13070	13775	705
30898	31427	529
32849	33576	727
21452	22126	674
7481	8472	991
21615	22457	842
17279	18234	955
12183	12727	544
19233	20089	856
20021	20601	580
22643	23421	778
5469	6467	998
3060	3996	936
13015	13950	935
17942	18734	792
7304	7907	603
21326	22312	986
15805	16547	742
5082	5927	845
32797	33326	529
29858	30439	581
10055	10803	748
19409	20237	828
13499	14248	749
28085	28687	602
17093	18025	932
3489	4011	522
4152	4861	709
16487	17427	940
11590	12163	573
12513	13505	992
32498	33291	793
24177	25081	904
3160	4118	958
30587	31100	513
19168	19978	810
8913	9799	886
23583	24494	911
20442	21031	589
29233	29922	689
23685	24375	690
19966	20657	691
10389	11374	985
3350	4043	693
26993	27848	855
14178	14854	676
20913	21737	824
17752	18517	765
24731	25447	716
4015	4706	691
28490	29234	744
23584	24291	707
19574	20448	874
32496	33177	681
32049	32912	863
16462	17146	684
30146	31137	991
32036	32770	734
24986	26622	1636
7881	8981	1100
12595	13610	1015
14043	15330	1287
31886	33481	1595
5984	7342	1358
22713	24420	1707
19905	21094	1189
25149	26762	1613
7095	8411	1316
22124	23934	1810
34923	35963	1040
20669	21708	1039
10074	11382	1308
24308	26217	1909
25814	27087	1273
24014	25613	1599
28948	30463	1515
21807	23721	1914
6785	8248	1463
17961	19266	1305
11306	12516	1210
8053	9967	1914
9434	10630	1196
19421	20735	1314
23282	24999	1717
3802	5762	1960
24201	26087	1886
9315	11204	1889
12870	14185	1315
21871	23223	1352
10962	12569	1607
30699	32372	1673
35606	36838	1232
36047	37117	1070
12488	14285	1797
28479	29704	1225
25890	27024	1134
19527	20618	1091
9672	11651	1979
21072	22412	1340
31146	32218	1072
20560	21740	1180
10102	11901	1799
14053	15366	1313
24023	25029	1006
12238	13400	1162
9940	11806	1866
16160	17684	1524
13626	14662	1036
9073	10212	1139
25290	26669	1379
26570	28085	1515
29680	31170	1490
23549	24804	1255
29175	30475	1300
26354	27963	1609
25020	27667	2647
17056	19446	2390
17243	20089	2846
12952	15883	2931
5776	8406	2630
7245	9453	2208
5224	7795	2571
6388	8574	2186
31760	34737	2977
698	2779	2081
10371	13052	2681
22806	25486	2680
17107	20081	2974
9477	11811	2334
25885	28378	2493
20372	22816	2444
16507	18863	2356
7625	10144	2519
7263	9729	2466
18181	20573	2392
16884	19764	2880
23114	25316	2202
9969	12591	2622
25901	28568	2667
28119	31040	2921
4358	7061	2703
3610	6078	2468
10831	13369	2538
14231	16699	2468
18290	20439	2149
18312	20689	2377
32647	34650	2003
29143	32147	3004
4025	7736	3711
15689	19388	3699
9832	13397	3565
26666	29711	3045
20569	24388	3819
17687	21234	3547
33746	37392	3646
34968	38471	3503
25043	28617	3574
27169	31009	3840
32982	36208	3226
28553	32262	3709
13559	16923	3364
6098	9703	3605
10625	13871	3246
22064	25503	3439
23740	27553	3813
5277	9218	3941
21728	25645	3917
12539	15625	3086
8639	12300	3661
9956	13527	3571
32249	36165	3916
106291	111288	4997
119664	124423	4759
98329	103327	4998
126679	131566	4887
126105	130793	4688
110331	114518	4187
117751	121826	4075
97979	102077	4098
97873	102726	4853
25089	30455	5366
36210	41762	5552
38171	44040	5869
30118	35487	5369
26784	32513	5729
42818	48299	5481
43493	49231	5738
29478	34583	5105
40854	46253	5399
39341	45295	5954
28422	33540	5118
7058	31317	24259
22304	36132	13828
26038	43223	17185
3644	42086	38442
34565	58381	23816
length(1-499bp):138
length(500-999bp):253
length(1000-1999bp):57
length(2000-2999bp):32
lenght(3000-3999bp):24
lenght(4000-4999bp):9
lenght(5000-5999bp):11
lenght(greater than or equal):5
