21475	21563	88
21500	21775	275
1086	1335	249
25112	25465	353
5782	6077	295
30286	30481	195
7979	8474	495
2960	3067	107
25263	25529	266
27258	27504	246
17171	17488	317
7620	7821	201
682	1118	436
28728	28926	198
21212	21623	411
2067	2079	12
24229	24621	392
28769	29146	377
18731	18765	34
10191	10523	332
21144	21175	31
2069	2506	437
5506	5592	86
6378	6698	320
5322	5722	400
9060	9208	148
2740	2800	60
6514	6980	466
11564	11811	247
9939	9977	38
24196	24524	328
31728	32141	413
31395	31620	225
11066	11295	229
14142	14437	295
10684	11146	462
19007	19318	311
18275	18728	453
19028	19430	402
13649	13758	109
32187	32426	239
27276	27702	426
2822	3137	315
32172	32422	250
16776	17217	441
18222	18627	405
26891	27361	470
24471	24572	101
21414	21778	364
19854	20130	276
7835	8307	472
30977	31415	438
23186	23305	119
13802	14285	483
3869	4056	187
31601	31663	62
19137	19471	334
6941	7430	489
13895	13900	5
3484	3566	82
24046	24237	191
9558	9976	418
9599	10077	478
16243	16326	83
6490	6796	306
17495	17548	53
4901	5202	301
2922	3212	290
25614	25926	312
31121	31142	21
31011	31488	477
26946	27386	440
11744	12200	456
13322	13656	334
17000	17178	178
28854	29182	328
9612	9991	379
14611	15060	449
2822	2946	124
3081	3121	40
32617	32875	258
8200	8218	18
28002	28314	312
14882	14937	55
19289	19755	466
23673	24156	483
24859	25300	441
24956	24969	13
23747	24165	418
22557	22769	212
10669	10685	16
12904	13263	359
16081	16184	103
7766	8226	460
21736	22041	305
6584	6909	325
15667	15811	144
5649	6032	383
18749	18751	2
17051	17488	437
31054	31423	369
19498	19543	45
25731	25778	47
10887	10936	49
4263	4679	416
20021	20316	295
10818	10978	160
16921	17142	221
21596	21937	341
5401	5568	167
598	653	55
8351	8814	463
3771	4200	429
32543	32825	282
1783	2276	493
18038	18192	154
23092	23447	355
23240	23369	129
25728	26114	386
28331	28824	493
1942	2300	358
384	399	15
17978	18365	387
29471	29933	462
5358	5642	284
33085	33292	207
22034	22232	198
15763	16078	315
13203	13335	132
22539	22645	106
19171	19217	46
19108	19530	422
24317	24455	138
15934	16022	88
1563	1750	187
15467	15594	127
816	1184	368
32877	32929	52
17345	17611	266
25183	26137	954
26040	26876	836
15544	16172	628
20706	21688	982
22592	23332	740
26581	27551	970
2874	3868	994
24471	25312	841
4741	5547	806
14367	14872	505
22585	23580	995
26404	26972	568
5712	6376	664
12372	13236	864
35031	35920	889
31626	32595	969
8121	9013	892
16659	17471	812
26701	27686	985
24037	24744	707
8530	9261	731
25334	26294	960
11401	12377	976
13970	14473	503
21190	21948	758
6411	7225	814
3523	4345	822
24791	25650	859
20024	20666	642
33929	34897	968
27864	28838	974
17421	17983	562
16513	17181	668
34347	34855	508
35186	35899	713
16057	17042	985
9783	10308	525
28912	29417	505
18576	19442	866
8568	9463	895
6848	7408	560
19699	20698	999
3037	3546	509
14400	15275	875
14024	14631	607
10665	11624	959
5867	6695	828
26160	26941	781
32489	33271	782
32876	33633	757
34442	35105	663
20437	21410	973
25055	25555	500
9878	10394	516
22331	23053	722
5292	6144	852
18175	19063	888
20780	21293	513
31471	32440	969
6881	7697	816
11597	12398	801
9728	10516	788
32959	33682	723
26885	27845	960
22851	23777	926
24290	24920	630
19107	19959	852
4298	5284	986
4963	5649	686
31833	32514	681
21448	22210	762
10647	11582	935
30647	31220	573
34573	35192	619
34709	35370	661
23314	24161	847
21186	21696	510
25579	26263	684
10270	11205	935
30565	31119	554
4424	5227	803
13678	14493	815
17452	18289	837
9622	10158	536
15929	16861	932
20020	20789	769
15912	16427	515
7451	8249	798
4320	4888	568
13315	13941	626
25250	26222	972
28293	29120	827
3175	4122	947
12812	13765	953
3751	4459	708
24560	25544	984
11659	12201	542
31536	32276	740
26063	26703	640
22084	22612	528
10511	11021	510
23778	24405	627
6660	7405	745
20406	21267	861
15020	15929	909
33154	34038	884
16551	17344	793
28450	28958	508
33650	34289	639
17076	17757	681
14768	15557	789
5606	6239	633
30721	31380	659
2983	3933	950
9835	10392	557
3684	4513	829
24414	24922	508
19674	20517	843
28387	29071	684
18080	18978	898
24954	25706	752
31972	32799	827
23095	23652	557
6899	7738	839
9482	10254	772
11245	12009	764
13134	14029	895
12318	13291	973
32471	33189	718
9832	10828	996
32822	33408	586
24108	24843	735
12360	13029	669
9823	10444	621
18578	19377	799
10959	11646	687
13564	14241	677
6018	6681	663
27683	28311	628
21467	22162	695
8711	9323	612
26799	27475	676
35087	35637	550
26980	27725	745
5229	5972	743
28266	29045	779
29229	30222	993
31093	31796	703
12019	12842	823
21968	22642	674
13996	14596	600
18688	19547	859
10683	11495	812
9967	10913	946
14104	14746	642
8042	8690	648
28663	29248	585
22294	23197	903
19528	20470	942
8408	8987	579
20081	20850	769
27502	28208	706
32521	33305	784
14361	15013	652
12903	13855	952
11197	11758	561
19656	20449	793
4641	5188	547
30680	31620	940
25751	26725	974
32598	33569	971
10232	11163	931
18394	19359	965
14723	15268	545
4920	5718	798
22813	23583	770
34674	35467	793
35026	35559	533
11578	12275	697
5621	6515	894
22013	22638	625
23653	24504	851
8845	9436	591
6976	7749	773
7025	7723	698
28023	28682	659
3617	4607	990
15169	16139	970
9936	10817	881
13997	14937	940
30438	31022	584
14605	15444	839
23943	24802	859
5604	6128	524
34679	35655	976
13076	13781	705
30899	31428	529
32838	33565	727
21448	22122	674
7483	8474	991
21610	22452	842
17282	18237	955
12177	12721	544
19227	20083	856
20026	20606	580
22643	23421	778
5467	6465	998
3057	3993	936
13017	13952	935
17945	18737	792
7305	7908	603
21319	22305	986
15803	16545	742
5079	5924	845
32795	33324	529
29854	30435	581
10060	10808	748
19406	20234	828
13489	14238	749
28084	28686	602
17098	18030	932
3487	4009	522
4154	4863	709
16484	17424	940
11585	12158	573
12513	13505	992
32501	33294	793
24180	25084	904
3164	4122	958
30588	31101	513
19167	19977	810
8910	9796	886
23579	24490	911
20444	21033	589
29229	29918	689
23690	24380	690
19971	20662	691
10392	11377	985
3347	4040	693
26995	27850	855
14173	14849	676
20912	21736	824
17756	18521	765
24724	25440	716
4024	4715	691
28488	29232	744
23585	24292	707
19574	20448	874
32489	33170	681
32047	32910	863
16464	17148	684
24986	26622	1636
7880	8980	1100
12593	13608	1015
14041	15328	1287
31876	33471	1595
5981	7339	1358
22713	24420	1707
19901	21090	1189
25143	26756	1613
7085	8401	1316
22135	23945	1810
34919	35959	1040
20675	21714	1039
10067	11375	1308
24301	26210	1909
25812	27085	1273
24015	25614	1599
28941	30456	1515
21803	23717	1914
6789	8252	1463
17956	19261	1305
11303	12513	1210
8054	9968	1914
9441	10637	1196
19431	20745	1314
23284	25001	1717
3796	5756	1960
24198	26084	1886
9316	11205	1889
12866	14181	1315
21868	23220	1352
10960	12567	1607
30700	32373	1673
35604	36836	1232
36043	37113	1070
12481	14278	1797
28481	29706	1225
25888	27022	1134
19525	20616	1091
9679	11658	1979
21070	22410	1340
31135	32207	1072
20555	21735	1180
10112	11911	1799
14052	15365	1313
24026	25032	1006
12239	13401	1162
9936	11802	1866
16150	17674	1524
13624	14660	1036
9070	10209	1139
25289	26668	1379
26573	28088	1515
29682	31172	1490
25026	27673	2647
17058	19448	2390
17243	20089	2846
12945	15876	2931
5781	8411	2630
7252	9460	2208
5224	7795	2571
6396	8582	2186
31758	34735	2977
699	2780	2081
10376	13057	2681
22810	25490	2680
17098	20072	2974
9474	11808	2334
25882	28375	2493
20375	22819	2444
16505	18861	2356
7625	10144	2519
7267	9733	2466
18175	20567	2392
16887	19767	2880
23114	25316	2202
9969	12591	2622
25902	28569	2667
28109	31030	2921
4361	7064	2703
3613	6081	2468
10831	13369	2538
14229	16697	2468
18289	20438	2149
18309	20686	2377
32647	34650	2003
24884	27493	2609
27038	29674	2636
32428	34899	2471
21794	24603	2809
3623	5875	2252
28665	31529	2864
29151	32155	3004
4023	7734	3711
15687	19386	3699
9827	13392	3565
26667	29712	3045
20568	24387	3819
17689	21236	3547
33739	37385	3646
34968	38471	3503
25048	28622	3574
27159	30999	3840
32983	36209	3226
28546	32255	3709
13559	16923	3364
6096	9701	3605
10632	13878	3246
22058	25497	3439
23740	27553	3813
5276	9217	3941
21727	25644	3917
12540	15626	3086
106282	111279	4997
119665	124424	4759
98324	103322	4998
126683	131570	4887
126106	130794	4688
110332	114519	4187
117758	121833	4075
97975	102073	4098
25091	30457	5366
36207	41759	5552
38168	44037	5869
30118	35487	5369
26787	32516	5729
42818	48299	5481
7050	31309	24259
22302	36130	13828
26037	43222	17185
3645	42087	38442
34565	58381	23816
length(1-499bp):139
length(500-999bp):251
length(1000-1999bp):54
length(2000-2999bp):38
lenght(3000-3999bp):21
lenght(4000-4999bp):8
lenght(5000-5999bp):6
lenght(greater than or equal):5
